Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2024-08-16T17:00:00Z,VIXY,44.56,31576,Market,Filled,1407026.56,"Take Profit, zscore = 1.2173155065604768, slope = 2.5068733776635703 - Warning: No quote information available at 08/16/2024 13:00:00 America/New_York, order filled using TradeBar data" 
2024-08-21T14:00:00Z,VIXY,45.98,-16890,Market,Filled,-776602.2,"zscore = -1.4974997695200702; slope = 2.5066115612424595; (mean diversion) - Warning: No quote information available at 08/21/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-08-21T14:00:00Z,VIXM,14.839,15520,Market,Filled,230301.28,"zscore = -1.4974997695200702; slope = 2.5066115612424595; (mean diversion) - Warning: No quote information available at 08/21/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-08-21T14:00:00Z,VIXY,45.98,-16890,Market,Filled,-776602.2,"zscore = -1.4974997695200702; slope = 2.5066115612424595; (mean diversion) - Warning: No quote information available at 08/21/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-08-21T14:00:00Z,VIXM,14.839,15520,Market,Filled,230301.28,"zscore = -1.4974997695200702; slope = 2.5066115612424595; (mean diversion) - Warning: No quote information available at 08/21/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-08-30T15:00:00Z,VIXM,14.3501,-31040,Market,Filled,-445427.104,"Take Profit, zscore = 0.23593868962677897, slope = 2.4959809890590194 - Warning: No quote information available at 08/30/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-08-30T15:00:00Z,VIXY,44.32,33780,Market,Filled,1497129.6,"Take Profit, zscore = 0.23593868962677897, slope = 2.4959809890590194 - Warning: No quote information available at 08/30/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-09-05T15:00:00Z,VIXM,15.46,-27354,Market,Filled,-422892.84,"Take Profit, zscore = -0.939727354955644, slope = 2.487401957715395 - Warning: No quote information available at 09/05/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-09-05T15:00:00Z,VIXY,51.72,29980,Market,Filled,1550565.6,"Take Profit, zscore = -0.939727354955644, slope = 2.487401957715395 - Warning: No quote information available at 09/05/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-09-05T16:00:00Z,VIXY,53.96,-15322,Market,Filled,-826775.12,"zscore = -1.651145071187707; slope = 2.4845913487794524; (mean diversion) - Warning: No quote information available at 09/05/2024 12:00:00 America/New_York, order filled using TradeBar data" 
2024-09-05T16:00:00Z,VIXM,15.85,13944,Market,Filled,221012.4,"zscore = -1.651145071187707; slope = 2.4845913487794524; (mean diversion) - Warning: No quote information available at 09/05/2024 12:00:00 America/New_York, order filled using TradeBar data" 
2024-09-05T16:00:00Z,VIXY,53.96,-15322,Market,Filled,-826775.12,"zscore = -1.651145071187707; slope = 2.4845913487794524; (mean diversion) - Warning: No quote information available at 09/05/2024 12:00:00 America/New_York, order filled using TradeBar data" 
2024-09-05T16:00:00Z,VIXM,15.85,13944,Market,Filled,221012.4,"zscore = -1.651145071187707; slope = 2.4845913487794524; (mean diversion) - Warning: No quote information available at 09/05/2024 12:00:00 America/New_York, order filled using TradeBar data" 
2024-09-05T18:00:00Z,VIXM,15.47,-27888,Market,Filled,-431427.36,"Take Profit, zscore = -1.0297048507185633, slope = 2.481576902226686 - Warning: No quote information available at 09/05/2024 14:00:00 America/New_York, order filled using TradeBar data" 
2024-09-05T18:00:00Z,VIXY,51.64,30644,Market,Filled,1582456.16,"Take Profit, zscore = -1.0297048507185633, slope = 2.481576902226686 - Warning: No quote information available at 09/05/2024 14:00:00 America/New_York, order filled using TradeBar data" 
2024-09-06T17:00:00Z,VIXY,57.04,-15044,Market,Filled,-858109.76,"zscore = -1.2090690167691391; slope = 2.470487034494573; (mean diversion) - Warning: No quote information available at 09/06/2024 13:00:00 America/New_York, order filled using TradeBar data" 
2024-09-06T17:00:00Z,VIXM,16.1394,13606,Market,Filled,219592.6764,"zscore = -1.2090690167691391; slope = 2.470487034494573; (mean diversion) - Warning: No quote information available at 09/06/2024 13:00:00 America/New_York, order filled using TradeBar data" 
2024-09-06T17:00:00Z,VIXY,57.04,-15044,Market,Filled,-858109.76,"zscore = -1.2090690167691391; slope = 2.470487034494573; (mean diversion) - Warning: No quote information available at 09/06/2024 13:00:00 America/New_York, order filled using TradeBar data" 
2024-09-06T17:00:00Z,VIXM,16.1394,13606,Market,Filled,219592.6764,"zscore = -1.2090690167691391; slope = 2.470487034494573; (mean diversion) - Warning: No quote information available at 09/06/2024 13:00:00 America/New_York, order filled using TradeBar data" 
2024-09-09T14:00:00Z,VIXY,53.16,-16576,Market,Filled,-881180.16,"zscore = -1.2967875870518633; slope = 2.4498142316352767; (mean diversion) - Warning: No quote information available at 09/09/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-09-09T14:00:00Z,VIXM,15.71,14852,Market,Filled,233324.92,"zscore = -1.2967875870518633; slope = 2.4498142316352767; (mean diversion) - Warning: No quote information available at 09/09/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-09-09T14:00:00Z,VIXY,53.16,-16576,Market,Filled,-881180.16,"zscore = -1.2967875870518633; slope = 2.4498142316352767; (mean diversion) - Warning: No quote information available at 09/09/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-09-09T14:00:00Z,VIXM,15.71,14852,Market,Filled,233324.92,"zscore = -1.2967875870518633; slope = 2.4498142316352767; (mean diversion) - Warning: No quote information available at 09/09/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-09-10T14:00:00Z,VIXM,15.66,-29704,Market,Filled,-465164.64,"Take Profit, zscore = -2.0869943398018544, slope = 2.42614238346281 - Warning: No quote information available at 09/10/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-09-10T14:00:00Z,VIXY,51.46,33152,Market,Filled,1706001.92,"Take Profit, zscore = -2.0869943398018544, slope = 2.42614238346281 - Warning: No quote information available at 09/10/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-09-10T15:00:00Z,VIXY,52.36,17206,Market,Filled,900906.16,"zscore = -2.3154338192160475; slope = 2.4202425170983015; (mean reversion) - Warning: No quote information available at 09/10/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-09-10T15:00:00Z,VIXM,15.82,-15209,Market,Filled,-240606.38,"zscore = -2.3154338192160475; slope = 2.4202425170983015; (mean reversion) - Warning: No quote information available at 09/10/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-09-10T15:00:00Z,VIXY,52.36,17206,Market,Filled,900906.16,"zscore = -2.3154338192160475; slope = 2.4202425170983015; (mean reversion) - Warning: No quote information available at 09/10/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-09-10T15:00:00Z,VIXM,15.82,-15209,Market,Filled,-240606.38,"zscore = -2.3154338192160475; slope = 2.4202425170983015; (mean reversion) - Warning: No quote information available at 09/10/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-10-07T19:00:00Z,VIXM,15.9813,30418,Market,Filled,486119.1834,"Take Profit, zscore = 0.5693026401256361, slope = 2.1048586910742886 - Warning: No quote information available at 10/07/2024 15:00:00 America/New_York, order filled using TradeBar data" 
2024-10-07T19:00:00Z,VIXY,56.6,-34412,Market,Filled,-1947719.2,"Take Profit, zscore = 0.5693026401256361, slope = 2.1048586910742886 - Warning: No quote information available at 10/07/2024 15:00:00 America/New_York, order filled using TradeBar data" 
2024-10-10T14:00:00Z,VIXY,54.32,-18543,Market,Filled,-1007255.76,"zscore = 1.825798955230395; slope = 2.0336655249671134; (mean reversion) - Warning: No quote information available at 10/10/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-10-10T14:00:00Z,VIXM,15.52,13162,Market,Filled,204274.24,"zscore = 1.825798955230395; slope = 2.0336655249671134; (mean reversion) - Warning: No quote information available at 10/10/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-10-10T14:00:00Z,VIXY,54.32,-18543,Market,Filled,-1007255.76,"zscore = 1.825798955230395; slope = 2.0336655249671134; (mean reversion) - Warning: No quote information available at 10/10/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-10-10T14:00:00Z,VIXM,15.52,13162,Market,Filled,204274.24,"zscore = 1.825798955230395; slope = 2.0336655249671134; (mean reversion) - Warning: No quote information available at 10/10/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-10-15T14:00:00Z,VIXM,14.9287,-26324,Market,Filled,-392983.0988,"Take Profit, zscore = 2.5823890388048043, slope = 2.134293934154054 - Warning: No quote information available at 10/15/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-10-15T14:00:00Z,VIXY,50.56,37086,Market,Filled,1875068.16,"Take Profit, zscore = 2.5823890388048043, slope = 2.134293934154054 - Warning: No quote information available at 10/15/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-10-15T15:00:00Z,VIXY,52.08,-20048,Market,Filled,-1044099.84,"zscore = 3.4693951966668792; slope = 2.138697473855333; (mean reversion) - Warning: No quote information available at 10/15/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-10-15T15:00:00Z,VIXM,15.0199,15240,Market,Filled,228903.276,"zscore = 3.4693951966668792; slope = 2.138697473855333; (mean reversion) - Warning: No quote information available at 10/15/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-10-15T15:00:00Z,VIXY,52.08,-20048,Market,Filled,-1044099.84,"zscore = 3.4693951966668792; slope = 2.138697473855333; (mean reversion) - Warning: No quote information available at 10/15/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-10-15T15:00:00Z,VIXM,15.0199,15240,Market,Filled,228903.276,"zscore = 3.4693951966668792; slope = 2.138697473855333; (mean reversion) - Warning: No quote information available at 10/15/2024 11:00:00 America/New_York, order filled using TradeBar data" 
2024-11-06T15:00:00Z,VIXM,14.365,-30480,Market,Filled,-437845.2,"Take Profit, zscore = -0.13081646144587847, slope = 1.475917661226453 - Warning: No quote information available at 11/06/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-11-06T15:00:00Z,VIXY,47.2,40096,Market,Filled,1892531.2,"Take Profit, zscore = -0.13081646144587847, slope = 1.475917661226453 - Warning: No quote information available at 11/06/2024 10:00:00 America/New_York, order filled using TradeBar data" 
2024-12-03T18:00:00Z,VIXM,13.8596,-32820,Market,Filled,-454872.072,"Take Profit, zscore = -2.062300732920012, slope = 2.1014861667880878 - Warning: No quote information available at 12/03/2024 13:00:00 America/New_York, order filled using TradeBar data" 
2024-12-03T18:00:00Z,VIXY,41.42,52656,Market,Filled,2181011.52,"Take Profit, zscore = -2.062300732920012, slope = 2.1014861667880878 - Warning: No quote information available at 12/03/2024 13:00:00 America/New_York, order filled using TradeBar data" 
2024-12-03T19:00:00Z,VIXY,41.27,-26983,Market,Filled,-1113588.41,"zscore = -2.183534855636991; slope = 2.1150681124330166; (mean diversion) - Warning: No quote information available at 12/03/2024 14:00:00 America/New_York, order filled using TradeBar data" 
2024-12-03T19:00:00Z,VIXM,13.8597,20212,Market,Filled,280132.2564,"zscore = -2.183534855636991; slope = 2.1150681124330166; (mean diversion) - Warning: No quote information available at 12/03/2024 14:00:00 America/New_York, order filled using TradeBar data" 
2024-12-03T19:00:00Z,VIXY,41.27,-26983,Market,Filled,-1113588.41,"zscore = -2.183534855636991; slope = 2.1150681124330166; (mean diversion) - Warning: No quote information available at 12/03/2024 14:00:00 America/New_York, order filled using TradeBar data" 
2024-12-03T19:00:00Z,VIXM,13.8597,20212,Market,Filled,280132.2564,"zscore = -2.183534855636991; slope = 2.1150681124330166; (mean diversion) - Warning: No quote information available at 12/03/2024 14:00:00 America/New_York, order filled using TradeBar data" 
2024-01-02T21:00:00Z,VIXM,16.8,-10144,Market On Open,Filled,-170419.2,"Take Profit, zscore = -1.534660607052495, slope = 2.2373733919362455" 
2024-01-02T21:00:00Z,VIXY,63.08,12930,Market On Open,Filled,815624.4,"Take Profit, zscore = -1.534660607052495, slope = 2.2373733919362455" 
2024-03-15T20:00:00Z,VIXY,55.6,-10954,Market On Open,Filled,-609042.4,"zscore = -1.8237034585968654; slope = 1.2221839328560584; (mean diversion)" 
2024-03-15T20:00:00Z,VIXM,16.37,2198,Market On Open,Filled,35981.26,"zscore = -1.8237034585968654; slope = 1.2221839328560584; (mean diversion)" 
2024-03-15T20:00:00Z,VIXY,55.6,-10954,Market On Open,Filled,-609042.4,"zscore = -1.8237034585968654; slope = 1.2221839328560584; (mean diversion)" 
2024-03-15T20:00:00Z,VIXM,16.37,2198,Market On Open,Filled,35981.26,"zscore = -1.8237034585968654; slope = 1.2221839328560584; (mean diversion)" 
2024-03-20T20:00:00Z,VIXY,51.76,14958,Market On Open,Filled,774226.08,"zscore = -2.3541683202243098; slope = 0.66192498326119; (mean reversion)" 
2024-03-20T20:00:00Z,VIXM,15.74,6172,Market On Open,Filled,97147.28,"zscore = -2.3541683202243098; slope = 0.66192498326119; (mean reversion)" 
2024-03-20T20:00:00Z,VIXY,51.76,14958,Market On Open,Filled,774226.08,"zscore = -2.3541683202243098; slope = 0.66192498326119; (mean reversion)" 
2024-03-20T20:00:00Z,VIXM,15.74,6172,Market On Open,Filled,97147.28,"zscore = -2.3541683202243098; slope = 0.66192498326119; (mean reversion)" 
2024-07-01T20:00:00Z,VIXY,41.92,-17738,Market On Open,Filled,-743576.96,"zscore = -1.8109314029146604; slope = 1.275155806863248; (mean diversion)" 
2024-07-01T20:00:00Z,VIXM,14.13,4311,Market On Open,Filled,60914.43,"zscore = -1.8109314029146604; slope = 1.275155806863248; (mean diversion)" 
2024-07-01T20:00:00Z,VIXY,41.92,-17738,Market On Open,Filled,-743576.96,"zscore = -1.8109314029146604; slope = 1.275155806863248; (mean diversion)" 
2024-07-01T20:00:00Z,VIXM,14.13,4311,Market On Open,Filled,60914.43,"zscore = -1.8109314029146604; slope = 1.275155806863248; (mean diversion)" 
2024-09-04T20:00:00Z,VIXY,53.36,-14990,Market On Open,Filled,-799866.4,"zscore = -1.689882789727036; slope = 2.4903567248481755; (mean diversion)" 
2024-09-04T20:00:00Z,VIXM,15.71,13677,Market On Open,Filled,214865.67,"zscore = -1.689882789727036; slope = 2.4903567248481755; (mean diversion)" 
2024-09-04T20:00:00Z,VIXY,53.36,-14990,Market On Open,Filled,-799866.4,"zscore = -1.689882789727036; slope = 2.4903567248481755; (mean diversion)" 
2024-09-04T20:00:00Z,VIXM,15.71,13677,Market On Open,Filled,214865.67,"zscore = -1.689882789727036; slope = 2.4903567248481755; (mean diversion)" 
2024-09-06T20:00:00Z,VIXM,15.82,-27212,Market On Open,Filled,-430493.84,"Take Profit, zscore = -1.355804248835201, slope = 2.461809176864486" 
2024-09-06T20:00:00Z,VIXY,54.28,30088,Market On Open,Filled,1633176.64,"Take Profit, zscore = -1.355804248835201, slope = 2.461809176864486" 
2024-11-13T21:00:00Z,VIXY,42.73,-26328,Market On Open,Filled,-1124995.44,"zscore = -1.1484239843730142; slope = 1.8650532930116497; (mean diversion)" 
2024-11-13T21:00:00Z,VIXM,13.89,16410,Market On Open,Filled,227934.9,"zscore = -1.1484239843730142; slope = 1.8650532930116497; (mean diversion)" 
2024-11-13T21:00:00Z,VIXY,42.73,-26328,Market On Open,Filled,-1124995.44,"zscore = -1.1484239843730142; slope = 1.8650532930116497; (mean diversion)" 
2024-11-13T21:00:00Z,VIXM,13.89,16410,Market On Open,Filled,227934.9,"zscore = -1.1484239843730142; slope = 1.8650532930116497; (mean diversion)" 
